"Unique identification number of the institution","Level of student","Level of student (original line number on survey form)","Attendance status of student","Level of student","Nonresident alien men","Nonresident alien women","OLD - Black non-Hispanic men","OLD - Black non-Hispanic women","OLD - American Indian or Alaska Native men","OLD - American Indian or Alaska Native women","OLD - Asian or Pacific Islander men","OLD - Asian or Pacific Islander women","OLD - Hispanic men","OLD - Hispanic women","OLD - White non-Hispanic men","OLD - White non-Hispanic women","Race/ethnicity unknown men","Race/ethnicity unknown women","Grand total men","Grand total women","Nonresident alien total","OLD - Black non-Hispanic total","OLD - American Indian or Alaska Native total","OLD - Asian or Pacific Islander total","OLD - Hispanic total","OLD - White non-Hispanic total","Race/ethnicity unknown total","Grand total","Hispanic men","Hispanic women","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian men","Asian women","Black or African American men","Black or African American women","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White men","White women","Two or more races men","Two or more races women","Hispanic total","American Indian or Alaska Native total","Asian total","Black or African American total","Native Hawaiian or Other Pacific Islander total","White total","Two or more races total","DERIVED - American Indian or Alaska Native total","DERIVED - American Indian or Alaska Native men","DERIVED - American Indian or Alaska Native women","DERIVED - Asian/Native Hawaiian/Other Pacific Islander total","DERIVED - Asian/Native Hawaiian/Other Pacific Islander men","DERIVED - Asian/Native Hawaiian/Other Pacific Islander women","DERIVED - Black or African American/Black non-Hispanic total","DERIVED - Black or African American/Black non-Hispanic men","DERIVED - Black or African American/Black non-Hispanic women","DERIVED - Hispanic or Latino/Hispanic total","DERIVED - Hispanic or Latino/Hispanic men","DERIVED - Hispanic or Latino/Hispanic women","DERIVED - White/White non-Hispanic total","DERIVED - White/White non-Hispanic men","DERIVED - White/White non-Hispanic women","FY","Fall","Institution_Name","EFALevel_desc","Line_desc","Section_desc","LStudy_desc"
"179867","19","99","3","1","  20","  18","  6","   5","  0","  0","   8","   4","  2","   0","  42","  31","   4","   8","   82","   66","  38","  11","  0","  12","   2","   73","  12","  148",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  12","   8","   4","  11","  6","   5","   2","  2","   0","   73","  42","  31","2010","2009","Washington University in St Louis","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"179867","20","99","3","1","  93"," 106","173"," 302","  2","  4"," 329"," 289"," 56","  77","1470","1408"," 232"," 237"," 2355"," 2423"," 199"," 475","  6"," 618"," 133"," 2878"," 469"," 4778",,,,,,,,,,,,,,,,,,,,,,"  6","  2","  4"," 618"," 329"," 289"," 475","173"," 302"," 133"," 56","  77"," 2878","1470","1408","2010","2009","Washington University in St Louis","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"179867","21","14","1","4"," 915"," 731","313"," 529"," 10"," 22"," 688"," 637","136"," 145","3095","3170"," 537"," 494"," 5694"," 5728","1646"," 842"," 32","1325"," 281"," 6265","1031","11422",,,,,,,,,,,,,,,,,,,,,," 32"," 10"," 22","1325"," 688"," 637"," 842","313"," 529"," 281","136"," 145"," 6265","3095","3170","2010","2009","Washington University in St Louis","Full-time students total","Total full-time students","Full-time","All students"
"179867","22","8","1","1"," 195"," 178","213"," 340","  2","  5"," 472"," 398"," 69","  85","1861","1723"," 299"," 295"," 3111"," 3024"," 373"," 553","  7"," 870"," 154"," 3584"," 594"," 6135",,,,,,,,,,,,,,,,,,,,,,"  7","  2","  5"," 870"," 472"," 398"," 553","213"," 340"," 154"," 69","  85"," 3584","1861","1723","2010","2009","Washington University in St Louis","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"179867","23","6","1","1"," 184"," 170","213"," 340","  2","  5"," 472"," 398"," 69","  85","1860","1719"," 299"," 294"," 3099"," 3011"," 354"," 553","  7"," 870"," 154"," 3579"," 593"," 6110",,,,,,,,,,,,,,,,,,,,,,"  7","  2","  5"," 870"," 472"," 398"," 553","213"," 340"," 154"," 69","  85"," 3579","1860","1719","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"179867","24","1","1","1","  73","  48"," 46","  71","  1","  1"," 138"," 111"," 13","  19"," 437"," 412","  70","  61","  778","  723"," 121"," 117","  2"," 249","  32","  849"," 131"," 1501",,,,,,,,,,,,,,,,,,,,,,"  2","  1","  1"," 249"," 138"," 111"," 117"," 46","  71","  32"," 13","  19","  849"," 437"," 412","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"179867","25","99","1","1"," 111"," 122","167"," 269","  1","  4"," 334"," 287"," 56","  66","1423","1307"," 229"," 233"," 2321"," 2288"," 233"," 436","  5"," 621"," 122"," 2730"," 462"," 4609",,,,,,,,,,,,,,,,,,,,,,"  5","  1","  4"," 621"," 334"," 287"," 436","167"," 269"," 122"," 56","  66"," 2730","1423","1307","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"179867","31","7","1","1","  11","   8","  0","   0","  0","  0","   0","   0","  0","   0","   1","   4","   0","   1","   12","   13","  19","   0","  0","   0","   0","    5","   1","   25",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   0","   0","   0","   0","  0","   0","   0","  0","   0","    5","   1","   4","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"179867","32","11","1","3"," 720"," 553","100"," 189","  8"," 17"," 216"," 239"," 67","  60","1234","1447"," 238"," 199"," 2583"," 2704","1273"," 289"," 25"," 455"," 127"," 2681"," 437"," 5287",,,,,,,,,,,,,,,,,,,,,," 25","  8"," 17"," 455"," 216"," 239"," 289","100"," 189"," 127"," 67","  60"," 2681","1234","1447","2010","2009","Washington University in St Louis","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"179867","39","2","1","1","  20","  18","  5","   2","  0","  0","   8","   3","  2","   0","  38","  21","   4","   8","   77","   52","  38","   7","  0","  11","   2","   59","  12","  129",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  11","   8","   3","   7","  5","   2","   2","  2","   0","   59","  38","  21","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"179867","40","3","1","1","  91"," 104","162"," 267","  1","  4"," 326"," 284"," 54","  66","1385","1286"," 225"," 225"," 2244"," 2236"," 195"," 429","  5"," 610"," 120"," 2671"," 450"," 4480",,,,,,,,,,,,,,,,,,,,,,"  5","  1","  4"," 610"," 326"," 284"," 429","162"," 267"," 120"," 54","  66"," 2671","1385","1286","2010","2009","Washington University in St Louis","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"179867","41","28","2","4","  52","  46"," 59"," 154","  5","  6","  63","  67"," 21","  37"," 692"," 749"," 109","  93"," 1001"," 1152","  98"," 213"," 11"," 130","  58"," 1441"," 202"," 2153",,,,,,,,,,,,,,,,,,,,,," 11","  5","  6"," 130","  63","  67"," 213"," 59"," 154","  58"," 21","  37"," 1441"," 692"," 749","2010","2009","Washington University in St Louis","Part-time students total","Total part-time","Part-time","All students"
"179867","42","22","2","1","  22","  21"," 32"," 104","  1","  1","  17","  28","  6","  24"," 225"," 368","  27","  35","  330","  581","  43"," 136","  2","  45","  30","  593","  62","  911",,,,,,,,,,,,,,,,,,,,,,"  2","  1","  1","  45","  17","  28"," 136"," 32"," 104","  30","  6","  24","  593"," 225"," 368","2010","2009","Washington University in St Louis","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"179867","43","20","2","1","   2","   3"," 13","  39","  1","  0","   3","   7","  2","  11","  91"," 134","   8","  12","  120","  206","   5","  52","  1","  10","  13","  225","  20","  326",,,,,,,,,,,,,,,,,,,,,,"  1","  1","  0","  10","   3","   7","  52"," 13","  39","  13","  2","  11","  225","  91"," 134","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Degree/certificate-seeking total","Part-time degree-seeking undergraduates, total","Part-time","Undergraduate"
"179867","44","15","2","1","   0","   1","  1","   1","  0","  0","   0","   1","  0","   0","   2","   2","   1","   0","    4","    5","   1","   2","  0","   1","   0","    4","   1","    9",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   1","   0","   1","   2","  1","   1","   0","  0","   0","    4","   2","   2","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Part-time, first-time, first-year, degree-seeking undergraduates","Part-time","Undergraduate"
"179867","45","99","2","1","   2","   2"," 12","  38","  1","  0","   3","   6","  2","  11","  89"," 132","   7","  12","  116","  201","   4","  50","  1","   9","  13","  221","  19","  317",,,,,,,,,,,,,,,,,,,,,,"  1","  1","  0","   9","   3","   6","  50"," 12","  38","  13","  2","  11","  221","  89"," 132","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"179867","51","21","2","1","  20","  18"," 19","  65","  0","  1","  14","  21","  4","  13"," 134"," 234","  19","  23","  210","  375","  38","  84","  1","  35","  17","  368","  42","  585",,,,,,,,,,,,,,,,,,,,,,"  1","  0","  1","  35","  14","  21","  84"," 19","  65","  17","  4","  13","  368"," 134"," 234","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"179867","52","25","2","3","  30","  25"," 27","  50","  4","  5","  46","  39"," 15","  13"," 467"," 381","  82","  58","  671","  571","  55","  77","  9","  85","  28","  848"," 140"," 1242",,,,,,,,,,,,,,,,,,,,,,"  9","  4","  5","  85","  46","  39","  77"," 27","  50","  28"," 15","  13","  848"," 467"," 381","2010","2009","Washington University in St Louis","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"179867","59","16","2","1","   0","   0","  1","   3","  0","  0","   0","   1","  0","   0","   4","  10","   0","   0","    5","   14","   0","   4","  0","   1","   0","   14","   0","   19",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   1","   0","   1","   4","  1","   3","   0","  0","   0","   14","   4","  10","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Part-time undergraduate, other degree/certifcate-seeking, transfer-ins","Part-time","Undergraduate"
"179867","60","17","2","1","   2","   2"," 11","  35","  1","  0","   3","   5","  2","  11","  85"," 122","   7","  12","  111","  187","   4","  46","  1","   8","  13","  207","  19","  298",,,,,,,,,,,,,,,,,,,,,,"  1","  1","  0","   8","   3","   5","  46"," 11","  35","  13","  2","  11","  207","  85"," 122","2010","2009","Washington University in St Louis","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"182670","1","29","3","4"," 494"," 323","163"," 234"," 73"," 98"," 367"," 377","162"," 183","1646","1405"," 263"," 199"," 3168"," 2819"," 817"," 397","171"," 744"," 345"," 3051"," 462"," 5987",,,,,,,,,,,,,,,,,,,,,,"171"," 73"," 98"," 744"," 367"," 377"," 397","163"," 234"," 345","162"," 183"," 3051","1646","1405","2010","2009","Dartmouth College","All students total","Total enrollment","All students","All students"
"182670","2","99","3","1"," 179"," 135","133"," 214"," 68"," 93"," 302"," 303","134"," 156","1156","1064"," 147"," 112"," 2119"," 2077"," 314"," 347","161"," 605"," 290"," 2220"," 259"," 4196",,,,,,,,,,,,,,,,,,,,,,"161"," 68"," 93"," 605"," 302"," 303"," 347","133"," 214"," 290","134"," 156"," 2220","1156","1064","2010","2009","Dartmouth College","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"182670","3","99","3","1"," 168"," 120","133"," 214"," 68"," 93"," 301"," 302","133"," 156","1141","1054"," 117","  90"," 2061"," 2029"," 288"," 347","161"," 603"," 289"," 2195"," 207"," 4090",,,,,,,,,,,,,,,,,,,,,,"161"," 68"," 93"," 603"," 301"," 302"," 347","133"," 214"," 289","133"," 156"," 2195","1141","1054","2010","2009","Dartmouth College","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"182670","4","99","3","1","  40","  29"," 39","  57"," 23"," 33","  87","  93"," 46","  50"," 262"," 268","  38","  29","  535","  559","  69","  96"," 56"," 180","  96","  530","  67"," 1094",,,,,,,,,,,,,,,,,,,,,," 56"," 23"," 33"," 180","  87","  93","  96"," 39","  57","  96"," 46","  50","  530"," 262"," 268","2010","2009","Dartmouth College","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"182670","5","99","3","1"," 128","  91"," 94"," 157"," 45"," 60"," 214"," 209"," 87"," 106"," 879"," 786","  79","  61"," 1526"," 1470"," 219"," 251","105"," 423"," 193"," 1665"," 140"," 2996",,,,,,,,,,,,,,,,,,,,,,"105"," 45"," 60"," 423"," 214"," 209"," 251"," 94"," 157"," 193"," 87"," 106"," 1665"," 879"," 786","2010","2009","Dartmouth College","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"182670","11","99","3","1","  11","  15","  0","   0","  0","  0","   1","   1","  1","   0","  15","  10","  30","  22","   58","   48","  26","   0","  0","   2","   1","   25","  52","  106",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   2","   1","   1","   0","  0","   0","   1","  1","   0","   25","  15","  10","2010","2009","Dartmouth College","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"182670","12","99","3","3"," 315"," 188"," 30","  20","  5","  5","  65","  74"," 28","  27"," 490"," 341"," 116","  87"," 1049","  742"," 503","  50"," 10"," 139","  55","  831"," 203"," 1791",,,,,,,,,,,,,,,,,,,,,," 10","  5","  5"," 139","  65","  74","  50"," 30","  20","  55"," 28","  27","  831"," 490"," 341","2010","2009","Dartmouth College","All students, Graduate","Generated record not on original survey","All students","Graduate"
"182670","19","99","3","1","   2","   3","  0","   0","  1","  2","   2","   0","  0","   1","   7","   4","   3","   1","   15","   11","   5","   0","  3","   2","   1","   11","   4","   26",,,,,,,,,,,,,,,,,,,,,,"  3","  1","  2","   2","   2","   0","   0","  0","   0","   1","  0","   1","   11","   7","   4","2010","2009","Dartmouth College","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"182670","20","99","3","1"," 126","  88"," 94"," 157"," 44"," 58"," 212"," 209"," 87"," 105"," 872"," 782","  76","  60"," 1511"," 1459"," 214"," 251","102"," 421"," 192"," 1654"," 136"," 2970",,,,,,,,,,,,,,,,,,,,,,"102"," 44"," 58"," 421"," 212"," 209"," 251"," 94"," 157"," 192"," 87"," 105"," 1654"," 872"," 782","2010","2009","Dartmouth College","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"182670","21","14","1","4"," 491"," 322","163"," 232"," 73"," 98"," 362"," 365","160"," 180","1618","1352"," 225"," 172"," 3092"," 2721"," 813"," 395","171"," 727"," 340"," 2970"," 397"," 5813",,,,,,,,,,,,,,,,,,,,,,"171"," 73"," 98"," 727"," 362"," 365"," 395","163"," 232"," 340","160"," 180"," 2970","1618","1352","2010","2009","Dartmouth College","Full-time students total","Total full-time students","Full-time","All students"
"182670","22","8","1","1"," 179"," 135","133"," 214"," 68"," 93"," 301"," 302","133"," 156","1147","1058"," 124"," 102"," 2085"," 2060"," 314"," 347","161"," 603"," 289"," 2205"," 226"," 4145",,,,,,,,,,,,,,,,,,,,,,"161"," 68"," 93"," 603"," 301"," 302"," 347","133"," 214"," 289","133"," 156"," 2205","1147","1058","2010","2009","Dartmouth College","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"182670","23","6","1","1"," 168"," 120","133"," 214"," 68"," 93"," 301"," 302","133"," 156","1141","1054"," 117","  90"," 2061"," 2029"," 288"," 347","161"," 603"," 289"," 2195"," 207"," 4090",,,,,,,,,,,,,,,,,,,,,,"161"," 68"," 93"," 603"," 301"," 302"," 347","133"," 214"," 289","133"," 156"," 2195","1141","1054","2010","2009","Dartmouth College","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"182670","24","1","1","1","  40","  29"," 39","  57"," 23"," 33","  87","  93"," 46","  50"," 262"," 268","  38","  29","  535","  559","  69","  96"," 56"," 180","  96","  530","  67"," 1094",,,,,,,,,,,,,,,,,,,,,," 56"," 23"," 33"," 180","  87","  93","  96"," 39","  57","  96"," 46","  50","  530"," 262"," 268","2010","2009","Dartmouth College","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"182670","25","99","1","1"," 128","  91"," 94"," 157"," 45"," 60"," 214"," 209"," 87"," 106"," 879"," 786","  79","  61"," 1526"," 1470"," 219"," 251","105"," 423"," 193"," 1665"," 140"," 2996",,,,,,,,,,,,,,,,,,,,,,"105"," 45"," 60"," 423"," 214"," 209"," 251"," 94"," 157"," 193"," 87"," 106"," 1665"," 879"," 786","2010","2009","Dartmouth College","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"182670","31","7","1","1","  11","  15","  0","   0","  0","  0","   0","   0","  0","   0","   6","   4","   7","  12","   24","   31","  26","   0","  0","   0","   0","   10","  19","   55",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   0","   0","   0","   0","  0","   0","   0","  0","   0","   10","   6","   4","2010","2009","Dartmouth College","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"182670","32","11","1","3"," 312"," 187"," 30","  18","  5","  5","  61","  63"," 27","  24"," 471"," 294"," 101","  70"," 1007","  661"," 499","  48"," 10"," 124","  51","  765"," 171"," 1668",,,,,,,,,,,,,,,,,,,,,," 10","  5","  5"," 124","  61","  63","  48"," 30","  18","  51"," 27","  24","  765"," 471"," 294","2010","2009","Dartmouth College","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"182670","39","2","1","1","   2","   3","  0","   0","  1","  2","   2","   0","  0","   1","   7","   4","   3","   1","   15","   11","   5","   0","  3","   2","   1","   11","   4","   26",,,,,,,,,,,,,,,,,,,,,,"  3","  1","  2","   2","   2","   0","   0","  0","   0","   1","  0","   1","   11","   7","   4","2010","2009","Dartmouth College","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
